净值日期,净值日期,累计净值
2022-07-19,2022-07-19,1.0859
2022-07-20,2022-07-20,1.1019
2022-07-21,2022-07-21,1.1057
2022-07-22,2022-07-22,1.1076
2022-07-25,2022-07-25,1.0932
2022-07-26,2022-07-26,1.1064
2022-07-27,2022-07-27,1.0967
2022-07-28,2022-07-28,1.0955
2022-07-29,2022-07-29,1.0454
2022-08-01,2022-08-01,1.0457
2022-08-02,2022-08-02,1.0162
2022-08-03,2022-08-03,1.0327
2022-08-04,2022-08-04,1.061
2022-08-05,2022-08-05,1.0649
2022-08-08,2022-08-08,1.0508
2022-08-09,2022-08-09,1.0401
2022-08-10,2022-08-10,1.0128
2022-08-11,2022-08-11,1.0433
2022-08-12,2022-08-12,1.0506
2022-08-15,2022-08-15,1.0417
2022-08-16,2022-08-16,1.0257
2022-08-17,2022-08-17,1.0315
2022-08-18,2022-08-18,1.0193
2022-08-19,2022-08-19,1.0226
2022-08-22,2022-08-22,1.015
2022-08-23,2022-08-23,1.0171
2022-08-24,2022-08-24,0.9887
2022-08-25,2022-08-25,1.0462
2022-08-26,2022-08-26,1.0531
2022-08-29,2022-08-29,1.0436
2022-08-30,2022-08-30,1.04
2022-08-31,2022-08-31,1.052
2022-09-01,2022-09-01,1.0347
2022-09-02,2022-09-02,1.0218
2022-09-05,2022-09-05,1.0042
2022-09-06,2022-09-06,1.006
2022-09-07,2022-09-07,0.9947
2022-09-08,2022-09-08,0.9851
2022-09-09,2022-09-09,1.0083
2022-09-13,2022-09-13,1.0043
2022-09-14,2022-09-14,0.9795
2022-09-15,2022-09-15,0.9815
2022-09-16,2022-09-16,0.9598
2022-09-19,2022-09-19,0.9422
2022-09-20,2022-09-20,0.9606
2022-09-21,2022-09-21,0.9338
2022-09-22,2022-09-22,0.9222
2022-09-23,2022-09-23,0.904
2022-09-26,2022-09-26,0.922
2022-09-27,2022-09-27,0.9316
2022-09-28,2022-09-28,0.9018
2022-09-29,2022-09-29,0.8908
2022-09-30,2022-09-30,0.8815
2022-10-10,2022-10-10,0.869
2022-10-11,2022-10-11,0.8407
2022-10-12,2022-10-12,0.8391
2022-10-13,2022-10-13,0.8119
2022-10-14,2022-10-14,0.8233
2022-10-17,2022-10-17,0.8215
2022-10-18,2022-10-18,0.8543
2022-10-19,2022-10-19,0.8208
2022-10-20,2022-10-20,0.805
2022-10-21,2022-10-21,0.7995
2022-10-24,2022-10-24,0.7271
2022-10-25,2022-10-25,0.7526
2022-10-26,2022-10-26,0.7716
2022-10-27,2022-10-27,0.7782
2022-10-28,2022-10-28,0.7385
2022-10-31,2022-10-31,0.7472
2022-11-01,2022-11-01,0.8058
2022-11-02,2022-11-02,0.8267
2022-11-03,2022-11-03,0.8013
2022-11-04,2022-11-04,0.8564
2022-11-07,2022-11-07,0.8889
2022-11-08,2022-11-08,0.8742
2022-11-09,2022-11-09,0.8599
2022-11-10,2022-11-10,0.8361
2022-11-11,2022-11-11,0.9073
2022-11-14,2022-11-14,0.911
2022-11-15,2022-11-15,0.9668
2022-11-16,2022-11-16,0.9647
2022-11-17,2022-11-17,0.949
2022-11-18,2022-11-18,0.9572
2022-11-21,2022-11-21,0.9331
2022-11-22,2022-11-22,0.9118
2022-11-23,2022-11-23,0.9147
2022-11-24,2022-11-24,0.9203
2022-11-25,2022-11-25,0.9027
2022-11-28,2022-11-28,0.8895
2022-11-29,2022-11-29,0.9578
2022-11-30,2022-11-30,0.9799
2022-12-01,2022-12-01,0.9842
2022-12-02,2022-12-02,0.9884
2022-12-05,2022-12-05,1.0714
2022-12-06,2022-12-06,1.0459
2022-12-07,2022-12-07,1.0109
2022-12-08,2022-12-08,1.0678
2022-12-09,2022-12-09,1.0917
2022-12-12,2022-12-12,1.0489
2022-12-13,2022-12-13,1.0609
2022-12-14,2022-12-14,1.0607
2022-12-15,2022-12-15,1.034
2022-12-16,2022-12-16,1.0428
2022-12-19,2022-12-19,1.0362
2022-12-20,2022-12-20,1.0078
2022-12-21,2022-12-21,1.0108
2022-12-22,2022-12-22,1.0558
2022-12-23,2022-12-23,1.0353
2022-12-26,2022-12-26,1.0343
2022-12-27,2022-12-27,1.031
2022-12-28,2022-12-28,1.0548
2022-12-29,2022-12-29,1.032
2022-12-30,2022-12-30,1.0342
2022-12-31,2022-12-31,1.0342
2023-01-03,2023-01-03,1.0552
2023-01-04,2023-01-04,1.0948
2023-01-05,2023-01-05,1.1075
2023-01-06,2023-01-06,1.0922
2023-01-09,2023-01-09,1.1163
2023-01-10,2023-01-10,1.1038
2023-01-11,2023-01-11,1.1029
2023-01-12,2023-01-12,1.0876
2023-01-13,2023-01-13,1.0977
2023-01-16,2023-01-16,1.0838
2023-01-17,2023-01-17,1.0837
2023-01-18,2023-01-18,1.0937
2023-01-19,2023-01-19,1.0771
2023-01-20,2023-01-20,1.1033
2023-01-30,2023-01-30,1.1051
2023-01-31,2023-01-31,1.0953
2023-02-01,2023-02-01,1.1278
2023-02-02,2023-02-02,1.1229
2023-02-03,2023-02-03,1.1112
2023-02-06,2023-02-06,1.078
2023-02-07,2023-02-07,1.0935
2023-02-08,2023-02-08,1.0702
2023-02-09,2023-02-09,1.1046
2023-02-10,2023-02-10,1.0562
2023-02-13,2023-02-13,1.063
2023-02-14,2023-02-14,1.0526
2023-02-15,2023-02-15,1.044
2023-02-16,2023-02-16,1.0671
2023-02-17,2023-02-17,1.0426
2023-02-20,2023-02-20,1.0558
2023-02-21,2023-02-21,1.0192
2023-02-22,2023-02-22,1.0078
2023-02-23,2023-02-23,1.0233
2023-02-24,2023-02-24,0.9892
2023-02-27,2023-02-27,0.9926
2023-02-28,2023-02-28,0.9766
2023-03-01,2023-03-01,1.0354
2023-03-02,2023-03-02,1.0148
2023-03-03,2023-03-03,1.0379
2023-03-06,2023-03-06,1.0278
2023-03-07,2023-03-07,1.0179
2023-03-08,2023-03-08,0.9916
2023-03-09,2023-03-09,0.9795
2023-03-10,2023-03-10,0.9441
2023-03-13,2023-03-13,0.9658
2023-03-14,2023-03-14,0.9386
2023-03-15,2023-03-15,0.9515
2023-03-16,2023-03-16,0.9445
2023-03-17,2023-03-17,0.9827
2023-03-20,2023-03-20,0.9525
2023-03-21,2023-03-21,0.9765
2023-03-22,2023-03-22,0.9852
2023-03-23,2023-03-23,1.029
2023-03-24,2023-03-24,1.0303
2023-03-27,2023-03-27,1.0074
2023-03-28,2023-03-28,1.0166
2023-03-29,2023-03-29,1.0407
2023-03-30,2023-03-30,1.0477
2023-03-31,2023-03-31,1.053
2023-04-03,2023-04-03,1.0538
2023-04-04,2023-04-04,1.0387
2023-04-06,2023-04-06,1.04
2023-04-07,2023-04-07,1.0412
2023-04-10,2023-04-10,1.0402
2023-04-11,2023-04-11,1.0447
2023-04-12,2023-04-12,1.0253
2023-04-13,2023-04-13,1.0212
2023-04-14,2023-04-14,1.0212
2023-04-17,2023-04-17,1.0429
2023-04-18,2023-04-18,1.0331
2023-04-19,2023-04-19,1.0124
2023-04-20,2023-04-20,1.015
2023-04-21,2023-04-21,0.982
2023-04-24,2023-04-24,0.9798
2023-04-25,2023-04-25,0.9477
2023-04-26,2023-04-26,0.9638
2023-04-27,2023-04-27,0.9609
2023-04-28,2023-04-28,0.9706
2023-05-04,2023-05-04,0.9577
2023-05-05,2023-05-05,0.9678
2023-05-08,2023-05-08,0.9727
2023-05-09,2023-05-09,0.9466
2023-05-10,2023-05-10,0.9514
2023-05-11,2023-05-11,0.9624
2023-05-12,2023-05-12,0.9683
2023-05-15,2023-05-15,0.9821
2023-05-16,2023-05-16,0.9883
2023-05-17,2023-05-17,0.9704
2023-05-18,2023-05-18,0.9853
2023-05-19,2023-05-19,0.9688
2023-05-22,2023-05-22,0.9858
2023-05-23,2023-05-23,0.9748
2023-05-24,2023-05-24,0.9584
2023-05-25,2023-05-25,0.9382
2023-05-26,2023-05-26,0.9403
2023-05-29,2023-05-29,0.928
2023-05-30,2023-05-30,0.9447
2023-05-31,2023-05-31,0.9258
2023-06-01,2023-06-01,0.9285
2023-06-02,2023-06-02,0.9743
2023-06-05,2023-06-05,0.977
2023-06-06,2023-06-06,0.9774
2023-06-07,2023-06-07,0.9997
2023-06-08,2023-06-08,0.9945
2023-06-09,2023-06-09,1.0028
2023-06-12,2023-06-12,1.0064
2023-06-13,2023-06-13,1.0332
2023-06-14,2023-06-14,1.0378
2023-06-15,2023-06-15,1.0726
2023-06-16,2023-06-16,1.0799
2023-06-19,2023-06-19,1.0646
2023-06-20,2023-06-20,1.0454
2023-06-21,2023-06-21,1.0195
2023-06-26,2023-06-26,1.0003
2023-06-27,2023-06-27,1.0248
2023-06-28,2023-06-28,1.0322
2023-06-29,2023-06-29,1.0167
2023-06-30,2023-06-30,1.0113
2023-07-03,2023-07-03,1.0451
2023-07-04,2023-07-04,1.0492
2023-07-05,2023-07-05,1.0342
2023-07-06,2023-07-06,1.0206
2023-07-07,2023-07-07,1.0077
2023-07-10,2023-07-10,1.0162
2023-07-11,2023-07-11,1.0297
2023-07-12,2023-07-12,1.0474
2023-07-13,2023-07-13,1.0825
2023-07-14,2023-07-14,1.0781
2023-07-17,2023-07-17,1.0789
2023-07-18,2023-07-18,1.0564
2023-07-19,2023-07-19,1.0533
2023-07-20,2023-07-20,1.0413
2023-07-21,2023-07-21,1.0503
2023-07-24,2023-07-24,1.0288
2023-07-25,2023-07-25,1.0875
2023-07-26,2023-07-26,1.0776
2023-07-27,2023-07-27,1.1086
2023-07-28,2023-07-28,1.1391
2023-07-31,2023-07-31,1.1595
2023-08-01,2023-08-01,1.156
2023-08-02,2023-08-02,1.1215
2023-08-03,2023-08-03,1.1268
2023-08-04,2023-08-04,1.1465
2023-08-07,2023-08-07,1.1461
2023-08-08,2023-08-08,1.1188
2023-08-09,2023-08-09,1.1184
2023-08-10,2023-08-10,1.1186
2023-08-11,2023-08-11,1.093
2023-08-14,2023-08-14,1.0789
2023-08-15,2023-08-15,1.0725
2023-08-16,2023-08-16,1.062
2023-08-17,2023-08-17,1.07
2023-08-18,2023-08-18,1.0326
2023-08-21,2023-08-21,1.0115
2023-08-22,2023-08-22,1.0296
2023-08-23,2023-08-23,1.0317
2023-08-24,2023-08-24,1.0663
2023-08-25,2023-08-25,1.0416
2023-08-28,2023-08-28,1.0577
2023-08-29,2023-08-29,1.0831
2023-08-30,2023-08-30,1.0731
2023-08-31,2023-08-31,1.0695
2023-09-01,2023-09-01,1.0697
2023-09-04,2023-09-04,1.0993
2023-09-05,2023-09-05,1.0732
2023-09-06,2023-09-06,1.0709
2023-09-07,2023-09-07,1.0503
2023-09-08,2023-09-08,1.0533
2023-09-11,2023-09-11,1.0507
2023-09-12,2023-09-12,1.0448
2023-09-13,2023-09-13,1.0387
2023-09-14,2023-09-14,1.0426
2023-09-15,2023-09-15,1.0459
2023-09-18,2023-09-18,1.0233
2023-09-19,2023-09-19,1.024
2023-09-20,2023-09-20,1.0079
2023-09-21,2023-09-21,0.9898
2023-09-22,2023-09-22,1.025
2023-09-25,2023-09-25,0.9982
2023-09-26,2023-09-26,0.9825
2023-09-27,2023-09-27,0.9856
2023-09-28,2023-09-28,0.9724
2023-10-09,2023-10-09,0.9827
2023-10-10,2023-10-10,0.9952
2023-10-11,2023-10-11,1.0147
2023-10-12,2023-10-12,1.0307
2023-10-13,2023-10-13,0.9964
2023-10-16,2023-10-16,0.98
2023-10-17,2023-10-17,0.9867
2023-10-18,2023-10-18,0.9701
2023-10-19,2023-10-19,0.952
2023-10-20,2023-10-20,0.9434
2023-10-23,2023-10-23,0.9429
2023-10-24,2023-10-24,0.9329
2023-10-25,2023-10-25,0.9519
2023-10-26,2023-10-26,0.9545
2023-10-27,2023-10-27,0.9774
2023-10-30,2023-10-30,0.9889
2023-10-31,2023-10-31,0.9658
2023-11-01,2023-11-01,0.9636
2023-11-02,2023-11-02,0.979
2023-11-03,2023-11-03,1.0086
2023-11-06,2023-11-06,1.0479
2023-11-07,2023-11-07,1.0375
2023-11-08,2023-11-08,1.0295
2023-11-09,2023-11-09,1.0306
2023-11-10,2023-11-10,0.9995
2023-11-13,2023-11-13,1.0207
2023-11-14,2023-11-14,1.0133
2023-11-15,2023-11-15,1.0558
2023-11-16,2023-11-16,1.0367
2023-11-17,2023-11-17,1.021
2023-11-20,2023-11-20,1.043
2023-11-21,2023-11-21,1.0306
2023-11-22,2023-11-22,1.0266
2023-11-23,2023-11-23,1.0468
2023-11-24,2023-11-24,1.0237
2023-11-27,2023-11-27,1.0266
2023-11-28,2023-11-28,1.0188
2023-11-29,2023-11-29,0.9951
2023-11-30,2023-11-30,0.9912
2023-12-01,2023-12-01,0.975
2023-12-04,2023-12-04,0.9566
2023-12-05,2023-12-05,0.9391
2023-12-06,2023-12-06,0.9545
2023-12-07,2023-12-07,0.9492
2023-12-08,2023-12-08,0.9447
2023-12-11,2023-12-11,0.9357
2023-12-12,2023-12-12,0.9519
2023-12-13,2023-12-13,0.9403
2023-12-14,2023-12-14,0.9433
2023-12-15,2023-12-15,0.9613
2023-12-18,2023-12-18,0.9492
2023-12-19,2023-12-19,0.9454
2023-12-20,2023-12-20,0.95
2023-12-21,2023-12-21,0.9457
2023-12-22,2023-12-22,0.9055
2023-12-25,2023-12-25,0.9053
2023-12-26,2023-12-26,0.9055
2023-12-27,2023-12-27,0.928
2023-12-28,2023-12-28,0.9575
2023-12-29,2023-12-29,0.9555
2023-12-31,2023-12-31,0.9555
2024-01-02,2024-01-02,0.9429
2024-01-03,2024-01-03,0.929
2024-01-04,2024-01-04,0.9317
2024-01-05,2024-01-05,0.9166
2024-01-08,2024-01-08,0.8902
2024-01-09,2024-01-09,0.883
2024-01-10,2024-01-10,0.8765
2024-01-11,2024-01-11,0.8949
2024-01-12,2024-01-12,0.8866
2024-01-15,2024-01-15,0.8705
2024-01-16,2024-01-16,0.8519
2024-01-17,2024-01-17,0.8115
2024-01-18,2024-01-18,0.816
2024-01-19,2024-01-19,0.8047
2024-01-22,2024-01-22,0.7812
2024-01-23,2024-01-23,0.8093
2024-01-24,2024-01-24,0.8413
2024-01-25,2024-01-25,0.8482
2024-01-26,2024-01-26,0.8184
2024-01-29,2024-01-29,0.8227
2024-01-30,2024-01-30,0.7971
2024-01-31,2024-01-31,0.7739
2024-02-01,2024-02-01,0.7885
2024-02-02,2024-02-02,0.7825
2024-02-05,2024-02-05,0.7818
2024-02-06,2024-02-06,0.8314
2024-02-07,2024-02-07,0.8183
2024-02-08,2024-02-08,0.8133
2024-02-19,2024-02-19,0.8332
2024-02-20,2024-02-20,0.8364
2024-02-21,2024-02-21,0.8572
2024-02-22,2024-02-22,0.8717
2024-02-23,2024-02-23,0.8693
2024-02-26,2024-02-26,0.8676
2024-02-27,2024-02-27,0.8945
2024-02-28,2024-02-28,0.8755
2024-02-29,2024-02-29,0.8759
2024-03-01,2024-03-01,0.8897
2024-03-04,2024-03-04,0.886
2024-03-05,2024-03-05,0.8498
2024-03-06,2024-03-06,0.871
2024-03-07,2024-03-07,0.8581
2024-03-08,2024-03-08,0.8644
2024-03-11,2024-03-11,0.8876
2024-03-12,2024-03-12,0.9265
2024-03-13,2024-03-13,0.9294
2024-03-14,2024-03-14,0.9173
2024-03-15,2024-03-15,0.9043
2024-03-18,2024-03-18,0.9145
2024-03-19,2024-03-19,0.8993
2024-03-20,2024-03-20,0.9043
2024-03-21,2024-03-21,0.9116
2024-03-22,2024-03-22,0.8817
2024-03-25,2024-03-25,0.8767
2024-03-26,2024-03-26,0.8845
2024-03-27,2024-03-27,0.8653
2024-03-28,2024-03-28,0.8854
2024-03-29,2024-03-29,0.8852
2024-04-01,2024-04-01,0.8852
