净值日期,净值日期,累计净值
2019-12-27,2019-12-27,1.069
2019-12-30,2019-12-30,1.062
2019-12-31,2019-12-31,1.0629
2020-01-02,2020-01-02,1.0682
2020-01-03,2020-01-03,1.0643
2020-01-06,2020-01-06,1.0667
2020-01-07,2020-01-07,1.0652
2020-01-08,2020-01-08,1.0658
2020-01-09,2020-01-09,1.0733
2020-01-10,2020-01-10,1.0697
2020-01-13,2020-01-13,1.0726
2020-01-14,2020-01-14,1.0682
2020-01-15,2020-01-15,1.0691
2020-01-16,2020-01-16,1.0747
2020-01-17,2020-01-17,1.0794
2020-01-21,2020-01-21,1.0746
2020-01-22,2020-01-22,1.0784
2020-01-23,2020-01-23,1.077
2020-02-03,2020-02-03,1.0611
2020-02-04,2020-02-04,1.0838
2020-02-05,2020-02-05,1.0943
2020-02-06,2020-02-06,1.1013
2020-02-07,2020-02-07,1.0941
2020-02-10,2020-02-10,1.1002
2020-02-11,2020-02-11,1.1044
2020-02-12,2020-02-12,1.1076
2020-02-13,2020-02-13,1.1079
2020-02-14,2020-02-14,1.1097
2020-02-18,2020-02-18,1.1057
2020-02-19,2020-02-19,1.1141
2020-02-20,2020-02-20,1.1072
2020-02-21,2020-02-21,1.1027
2020-02-24,2020-02-24,1.0704
2020-02-25,2020-02-25,1.045
2020-02-26,2020-02-26,1.039
2020-02-27,2020-02-27,0.9975
2020-02-28,2020-02-28,0.9802
2020-03-02,2020-03-02,1.0147
2020-03-03,2020-03-03,0.9952
2020-03-04,2020-03-04,1.0235
2020-03-05,2020-03-05,1.0002
2020-03-06,2020-03-06,0.9781
2020-03-09,2020-03-09,0.9125
2020-03-10,2020-03-10,0.9416
2020-03-11,2020-03-11,0.9149
2020-03-12,2020-03-12,0.8339
2020-03-13,2020-03-13,0.8889
2020-03-16,2020-03-16,0.8223
2020-03-17,2020-03-17,0.8504
2020-03-18,2020-03-18,0.8123
2020-03-19,2020-03-19,0.8174
2020-03-20,2020-03-20,0.7976
2020-03-23,2020-03-23,0.7679
2020-03-24,2020-03-24,0.8336
2020-03-25,2020-03-25,0.8464
2020-03-26,2020-03-26,0.8842
2020-03-27,2020-03-27,0.8602
2020-03-30,2020-03-30,0.8826
2020-03-31,2020-03-31,0.8828
2020-04-01,2020-04-01,0.8432
2020-04-02,2020-04-02,0.8574
2020-04-03,2020-04-03,0.8498
2020-04-07,2020-04-07,0.9073
2020-04-08,2020-04-08,0.92
2020-04-09,2020-04-09,0.9373
2020-04-14,2020-04-14,0.9511
2020-04-15,2020-04-15,0.933
2020-04-16,2020-04-16,0.9417
2020-04-17,2020-04-17,0.9626
2020-04-20,2020-04-20,0.9531
2020-04-21,2020-04-21,0.9231
2020-04-22,2020-04-22,0.944
2020-04-23,2020-04-23,0.9476
2020-04-24,2020-04-24,0.9515
2020-04-27,2020-04-27,0.9667
2020-04-28,2020-04-28,0.9649
2020-04-29,2020-04-29,0.9855
2020-04-30,2020-04-30,0.9759
2020-05-06,2020-05-06,0.9594
2020-05-07,2020-05-07,0.9724
2020-05-11,2020-05-11,0.9832
2020-05-12,2020-05-12,0.9731
2020-05-13,2020-05-13,0.9529
2020-05-14,2020-05-14,0.9573
2020-05-15,2020-05-15,0.9625
2020-05-18,2020-05-18,0.9951
2020-05-19,2020-05-19,0.9879
2020-05-20,2020-05-20,1.0008
2020-05-21,2020-05-21,0.9914
2020-05-22,2020-05-22,0.9932
2020-05-26,2020-05-26,1.013
2020-05-27,2020-05-27,1.0176
2020-05-28,2020-05-28,1.0255
2020-05-29,2020-05-29,1.0246
2020-06-01,2020-06-01,1.0308
2020-06-02,2020-06-02,1.0353
2020-06-03,2020-06-03,1.0489
2020-06-04,2020-06-04,1.0457
2020-06-05,2020-06-05,1.0715
2020-06-08,2020-06-08,1.0784
2020-06-09,2020-06-09,1.0711
2020-06-10,2020-06-10,1.0649
2020-06-11,2020-06-11,1.0143
2020-06-12,2020-06-12,1.0194
2020-06-15,2020-06-15,1.0244
2020-06-16,2020-06-16,1.046
2020-06-17,2020-06-17,1.0446
2020-06-18,2020-06-18,1.0441
2020-06-19,2020-06-19,1.0416
2020-06-22,2020-06-22,1.0429
2020-06-23,2020-06-23,1.048
2020-06-24,2020-06-24,1.0203
2020-06-29,2020-06-29,1.0227
2020-06-30,2020-06-30,1.0346
2020-07-01,2020-07-01,1.0406
2020-07-02,2020-07-02,1.046
2020-07-06,2020-07-06,1.0612
2020-07-07,2020-07-07,1.0486
2020-07-08,2020-07-08,1.0491
2020-07-09,2020-07-09,1.0418
2020-07-10,2020-07-10,1.0497
2020-07-13,2020-07-13,1.0511
2020-07-14,2020-07-14,1.0537
2020-07-15,2020-07-15,1.0654
2020-07-16,2020-07-16,1.0601
2020-07-17,2020-07-17,1.0652
2020-07-20,2020-07-20,1.0709
2020-07-21,2020-07-21,1.0749
2020-07-22,2020-07-22,1.0755
2020-07-23,2020-07-23,1.0716
2020-07-24,2020-07-24,1.0623
2020-07-27,2020-07-27,1.0686
2020-07-28,2020-07-28,1.0639
2020-07-29,2020-07-29,1.0737
2020-07-30,2020-07-30,1.0694
2020-07-31,2020-07-31,1.0747
2020-08-03,2020-08-03,1.0864
2020-08-04,2020-08-04,1.0868
2020-08-05,2020-08-05,1.093
2020-08-06,2020-08-06,1.0925
2020-08-07,2020-08-07,1.0945
2020-08-10,2020-08-10,1.1008
2020-08-11,2020-08-11,1.0987
2020-08-12,2020-08-12,1.1064
2020-08-13,2020-08-13,1.1031
2020-08-14,2020-08-14,1.1021
2020-08-17,2020-08-17,1.1045
2020-08-18,2020-08-18,1.1057
2020-08-19,2020-08-19,1.1019
2020-08-20,2020-08-20,1.1032
2020-08-21,2020-08-21,1.1042
2020-08-24,2020-08-24,1.1158
2020-08-25,2020-08-25,1.1194
2020-08-26,2020-08-26,1.1274
2020-08-27,2020-08-27,1.1296
2020-08-28,2020-08-28,1.1339
2020-08-31,2020-08-31,1.1271
2020-09-01,2020-09-01,1.1337
2020-09-02,2020-09-02,1.1457
2020-09-03,2020-09-03,1.113
2020-09-04,2020-09-04,1.0983
2020-09-07,2020-09-07,1.1042
2020-09-08,2020-09-08,1.0777
2020-09-09,2020-09-09,1.0959
2020-09-10,2020-09-10,1.0826
2020-09-11,2020-09-11,1.079
2020-09-14,2020-09-14,1.092
2020-09-15,2020-09-15,1.0951
2020-09-16,2020-09-16,1.0871
2020-09-17,2020-09-17,1.0737
2020-09-18,2020-09-18,1.0618
2020-09-21,2020-09-21,1.0446
2020-09-22,2020-09-22,1.0595
2020-09-23,2020-09-23,1.0472
2020-09-24,2020-09-24,1.0448
2020-09-25,2020-09-25,1.0587
2020-09-28,2020-09-28,1.0793
2020-09-29,2020-09-29,1.0735
2020-09-30,2020-09-30,1.0808
2020-10-09,2020-10-09,1.1091
2020-10-12,2020-10-12,1.1157
2020-10-13,2020-10-13,1.1133
2020-10-14,2020-10-14,1.11
2020-10-15,2020-10-15,1.1029
2020-10-16,2020-10-16,1.1052
2020-10-19,2020-10-19,1.0876
2020-10-20,2020-10-20,1.0858
2020-10-21,2020-10-21,1.0823
2020-10-22,2020-10-22,1.0817
2020-10-23,2020-10-23,1.0879
2020-10-26,2020-10-26,1.0694
2020-10-27,2020-10-27,1.0724
2020-10-28,2020-10-28,1.0433
2020-10-29,2020-10-29,1.0505
2020-10-30,2020-10-30,1.0398
2020-11-02,2020-11-02,1.0487
2020-11-03,2020-11-03,1.0661
2020-11-04,2020-11-04,1.0854
2020-11-05,2020-11-05,1.1052
2020-11-06,2020-11-06,1.0949
2020-11-09,2020-11-09,1.1107
2020-11-10,2020-11-10,1.0989
2020-11-11,2020-11-11,1.11
2020-11-12,2020-11-12,1.1048
2020-11-13,2020-11-13,1.1151
2020-11-16,2020-11-16,1.1258
2020-11-17,2020-11-17,1.1165
2020-11-18,2020-11-18,1.106
2020-11-19,2020-11-19,1.1013
2020-11-20,2020-11-20,1.1033
2020-11-23,2020-11-23,1.1038
2020-11-24,2020-11-24,1.1235
2020-11-25,2020-11-25,1.1212
2020-11-26,2020-11-26,1.1222
2020-11-27,2020-11-27,1.1247
2020-11-30,2020-11-30,1.118
2020-12-01,2020-12-01,1.1351
2020-12-02,2020-12-02,1.1305
2020-12-03,2020-12-03,1.1317
2020-12-04,2020-12-04,1.1376
2020-12-07,2020-12-07,1.1341
2020-12-08,2020-12-08,1.1355
2020-12-09,2020-12-09,1.1292
2020-12-10,2020-12-10,1.1296
2020-12-11,2020-12-11,1.1247
2020-12-14,2020-12-14,1.124
2020-12-15,2020-12-15,1.1333
2020-12-16,2020-12-16,1.1368
2020-12-17,2020-12-17,1.142
2020-12-18,2020-12-18,1.137
2020-12-21,2020-12-21,1.1338
2020-12-22,2020-12-22,1.1333
2020-12-23,2020-12-23,1.1384
2020-12-24,2020-12-24,1.1373
2020-12-25,2020-12-25,1.1368
2020-12-28,2020-12-28,1.141
2020-12-29,2020-12-29,1.1477
2020-12-30,2020-12-30,1.1464
2020-12-31,2020-12-31,1.148
2021-01-04,2021-01-04,1.1379
2021-01-05,2021-01-05,1.1327
2021-01-06,2021-01-06,1.14
2021-01-07,2021-01-07,1.1532
2021-01-08,2021-01-08,1.1598
2021-01-11,2021-01-11,1.1558
2021-01-12,2021-01-12,1.1561
2021-01-13,2021-01-13,1.155
2021-01-14,2021-01-14,1.1556
2021-01-15,2021-01-15,1.1448
2021-01-18,2021-01-18,1.148
2021-01-19,2021-01-19,1.155
2021-01-20,2021-01-20,1.1694
2021-01-21,2021-01-21,1.1688
2021-01-22,2021-01-22,1.1638
2021-01-25,2021-01-25,1.1684
2021-01-26,2021-01-26,1.1708
2021-01-27,2021-01-27,1.1437
2021-01-28,2021-01-28,1.1551
2021-01-29,2021-01-29,1.131
2021-02-01,2021-02-01,1.1429
2021-02-02,2021-02-02,1.1623
2021-02-03,2021-02-03,1.1613
2021-02-04,2021-02-04,1.1705
2021-02-05,2021-02-05,1.1782
2021-02-08,2021-02-08,1.1839
2021-02-09,2021-02-09,1.1819
2021-02-10,2021-02-10,1.1791
2021-02-18,2021-02-18,1.1818
2021-02-19,2021-02-19,1.1851
2021-02-22,2021-02-22,1.1741
2021-02-23,2021-02-23,1.1712
2021-02-24,2021-02-24,1.1851
2021-02-25,2021-02-25,1.1652
2021-02-26,2021-02-26,1.16
2021-03-01,2021-03-01,1.1828
2021-03-02,2021-03-02,1.1736
2021-03-03,2021-03-03,1.162
2021-03-04,2021-03-04,1.1524
2021-03-05,2021-03-05,1.1589
2021-03-08,2021-03-08,1.1664
2021-03-09,2021-03-09,1.1878
2021-03-10,2021-03-10,1.189
2021-03-11,2021-03-11,1.1995
2021-03-12,2021-03-12,1.1956
2021-03-15,2021-03-15,1.2043
2021-03-16,2021-03-16,1.2061
2021-03-17,2021-03-17,1.2055
2021-03-18,2021-03-18,1.1947
2021-03-19,2021-03-19,1.1933
2021-03-22,2021-03-22,1.2024
2021-03-23,2021-03-23,1.1939
2021-03-24,2021-03-24,1.193
2021-03-25,2021-03-25,1.1934
2021-03-26,2021-03-26,1.2114
2021-03-29,2021-03-29,1.213
2021-03-30,2021-03-30,1.2152
2021-03-31,2021-03-31,1.2215
2021-04-01,2021-04-01,1.2295
2021-04-02,2021-04-02,1.2306
2021-04-06,2021-04-06,1.2462
2021-04-07,2021-04-07,1.244
2021-04-08,2021-04-08,1.2504
2021-04-09,2021-04-09,1.2559
2021-04-12,2021-04-12,1.2608
2021-04-13,2021-04-13,1.2619
2021-04-14,2021-04-14,1.2585
2021-04-15,2021-04-15,1.267
2021-04-16,2021-04-16,1.2711
2021-04-19,2021-04-19,1.265
2021-04-20,2021-04-20,1.2529
2021-04-21,2021-04-21,1.2623
2021-04-22,2021-04-22,1.2543
2021-04-23,2021-04-23,1.2629
2021-04-26,2021-04-26,1.2656
2021-04-27,2021-04-27,1.265
2021-04-28,2021-04-28,1.2638
2021-04-29,2021-04-29,1.2667
2021-04-30,2021-04-30,1.2597
2021-05-06,2021-05-06,1.2666
2021-05-07,2021-05-07,1.2734
2021-05-10,2021-05-10,1.2606
2021-05-11,2021-05-11,1.2432
2021-05-12,2021-05-12,1.222
2021-05-13,2021-05-13,1.2384
2021-05-14,2021-05-14,1.2537
2021-05-17,2021-05-17,1.2467
2021-05-18,2021-05-18,1.2414
2021-05-19,2021-05-19,1.2308
2021-05-20,2021-05-20,1.2496
2021-05-21,2021-05-21,1.2472
2021-05-24,2021-05-24,1.2596
2021-05-25,2021-05-25,1.2543
2021-05-26,2021-05-26,1.2528
2021-05-27,2021-05-27,1.253
2021-05-28,2021-05-28,1.252
2021-05-31,2021-05-31,1.2488
2021-06-01,2021-06-01,1.2454
2021-06-02,2021-06-02,1.2512
2021-06-03,2021-06-03,1.2471
2021-06-04,2021-06-04,1.2613
2021-06-07,2021-06-07,1.2581
2021-06-08,2021-06-08,1.2568
2021-06-09,2021-06-09,1.258
2021-06-10,2021-06-10,1.2624
2021-06-11,2021-06-11,1.2617
2021-06-15,2021-06-15,1.2661
2021-06-16,2021-06-16,1.2623
2021-06-17,2021-06-17,1.2644
2021-06-18,2021-06-18,1.2506
2021-06-21,2021-06-21,1.268
2021-06-22,2021-06-22,1.2757
2021-06-23,2021-06-23,1.2756
2021-06-24,2021-06-24,1.2858
2021-06-25,2021-06-25,1.2883
2021-06-28,2021-06-28,1.2867
2021-06-29,2021-06-29,1.2885
2021-06-30,2021-06-30,1.2896
2021-07-01,2021-07-01,1.2974
2021-07-02,2021-07-02,1.3061
2021-07-05,2021-07-05,1.3074
2021-07-06,2021-07-06,1.3016
2021-07-07,2021-07-07,1.3093
2021-07-08,2021-07-08,1.2984
2021-07-09,2021-07-09,1.3125
2021-07-12,2021-07-12,1.3172
2021-07-13,2021-07-13,1.3149
2021-07-14,2021-07-14,1.3154
2021-07-15,2021-07-15,1.3089
2021-07-16,2021-07-16,1.3022
2021-07-19,2021-07-19,1.2822
2021-07-20,2021-07-20,1.3009
2021-07-21,2021-07-21,1.3103
2021-07-22,2021-07-22,1.3095
2021-07-23,2021-07-23,1.3219
2021-07-26,2021-07-26,1.3271
2021-07-27,2021-07-27,1.3197
2021-07-28,2021-07-28,1.3247
2021-07-29,2021-07-29,1.3304
2021-07-30,2021-07-30,1.3172
2021-08-02,2021-08-02,1.318
2021-08-03,2021-08-03,1.3219
2021-08-04,2021-08-04,1.3198
2021-08-05,2021-08-05,1.3271
2021-08-06,2021-08-06,1.3282
2021-08-09,2021-08-09,1.3312
2021-08-10,2021-08-10,1.3327
2021-08-11,2021-08-11,1.3349
2021-08-12,2021-08-12,1.3364
2021-08-13,2021-08-13,1.3404
2021-08-16,2021-08-16,1.3395
2021-08-17,2021-08-17,1.3347
2021-08-18,2021-08-18,1.3277
2021-08-19,2021-08-19,1.3237
2021-08-20,2021-08-20,1.3361
2021-08-23,2021-08-23,1.3473
2021-08-24,2021-08-24,1.3458
2021-08-25,2021-08-25,1.3468
2021-08-26,2021-08-26,1.3405
2021-08-27,2021-08-27,1.3522
2021-08-30,2021-08-30,1.3523
2021-08-31,2021-08-31,1.3538
2021-09-01,2021-09-01,1.3544
2021-09-02,2021-09-02,1.3563
2021-09-03,2021-09-03,1.355
2021-09-06,2021-09-06,1.3551
2021-09-07,2021-09-07,1.3495
2021-09-08,2021-09-08,1.3499
2021-09-09,2021-09-09,1.3459
2021-09-10,2021-09-10,1.3356
2021-09-13,2021-09-13,1.3346
2021-09-14,2021-09-14,1.3297
2021-09-15,2021-09-15,1.3361
2021-09-16,2021-09-16,1.3311
2021-09-17,2021-09-17,1.3257
2021-09-22,2021-09-22,1.319
2021-09-23,2021-09-23,1.3345
2021-09-24,2021-09-24,1.3321
2021-09-27,2021-09-27,1.3319
2021-09-28,2021-09-28,1.306
2021-09-29,2021-09-29,1.3092
2021-09-30,2021-09-30,1.3006
2021-10-08,2021-10-08,1.3167
2021-10-11,2021-10-11,1.3088
2021-10-12,2021-10-12,1.3017
2021-10-13,2021-10-13,1.3061
2021-10-14,2021-10-14,1.3238
2021-10-15,2021-10-15,1.3333
2021-10-18,2021-10-18,1.3352
2021-10-19,2021-10-19,1.3447
2021-10-20,2021-10-20,1.3453
2021-10-21,2021-10-21,1.3433
2021-10-22,2021-10-22,1.3458
2021-10-25,2021-10-25,1.3501
2021-10-26,2021-10-26,1.3528
2021-10-27,2021-10-27,1.3471
2021-10-28,2021-10-28,1.3586
2021-10-29,2021-10-29,1.3597
2021-11-01,2021-11-01,1.3684
2021-11-02,2021-11-02,1.3699
2021-11-03,2021-11-03,1.3761
2021-11-04,2021-11-04,1.3813
2021-11-05,2021-11-05,1.3884
2021-11-08,2021-11-08,1.3883
2021-11-09,2021-11-09,1.3821
2021-11-10,2021-11-10,1.3761
2021-11-11,2021-11-11,1.3783
2021-11-12,2021-11-12,1.3852
2021-11-15,2021-11-15,1.3827
2021-11-16,2021-11-16,1.3882
2021-11-17,2021-11-17,1.3851
2021-11-18,2021-11-18,1.3858
2021-11-19,2021-11-19,1.3857
2021-11-22,2021-11-22,1.3877
2021-11-23,2021-11-23,1.383
2021-11-24,2021-11-24,1.3864
2021-11-25,2021-11-25,1.3895
2021-11-26,2021-11-26,1.3592
2021-11-29,2021-11-29,1.3721
2021-11-30,2021-11-30,1.3493
2021-12-01,2021-12-01,1.343
2021-12-02,2021-12-02,1.3478
2021-12-03,2021-12-03,1.3396
2021-12-06,2021-12-06,1.3516
2021-12-07,2021-12-07,1.3778
2021-12-08,2021-12-08,1.3784
2021-12-09,2021-12-09,1.3696
2021-12-10,2021-12-10,1.3815
2021-12-13,2021-12-13,1.3721
2021-12-14,2021-12-14,1.3616
2021-12-15,2021-12-15,1.3758
2021-12-16,2021-12-16,1.3734
2021-12-17,2021-12-17,1.3597
2021-12-20,2021-12-20,1.3465
2021-12-21,2021-12-21,1.3635
2021-12-22,2021-12-22,1.3783
2021-12-23,2021-12-23,1.3865
2021-12-24,2021-12-24,1.3876
2021-12-27,2021-12-27,1.4001
2021-12-28,2021-12-28,1.4002
2021-12-29,2021-12-29,1.4057
2021-12-30,2021-12-30,1.4033
2021-12-31,2021-12-31,1.4003
2022-01-04,2022-01-04,1.4073
2022-01-05,2022-01-05,1.3892
2022-01-06,2022-01-06,1.3803
2022-01-07,2022-01-07,1.3754
2022-01-10,2022-01-10,1.3665
2022-01-11,2022-01-11,1.3811
2022-01-12,2022-01-12,1.3863
2022-01-13,2022-01-13,1.3719
2022-01-14,2022-01-14,1.3673
2022-01-17,2022-01-17,1.3685
2022-01-18,2022-01-18,1.3446
2022-01-19,2022-01-19,1.3364
2022-01-20,2022-01-20,1.3265
2022-01-21,2022-01-21,1.3009
2022-01-24,2022-01-24,1.2863
2022-01-25,2022-01-25,1.2796
2022-01-26,2022-01-26,1.2824
2022-01-27,2022-01-27,1.2793
2022-01-28,2022-01-28,1.3027
2022-02-07,2022-02-07,1.3204
2022-02-08,2022-02-08,1.3279
2022-02-09,2022-02-09,1.3474
2022-02-10,2022-02-10,1.3292
2022-02-11,2022-02-11,1.3084
2022-02-14,2022-02-14,1.2989
2022-02-15,2022-02-15,1.3158
2022-02-16,2022-02-16,1.3122
2022-02-17,2022-02-17,1.29
2022-02-18,2022-02-18,1.2795
2022-02-21,2022-02-21,1.2765
2022-02-22,2022-02-22,1.2706
2022-02-23,2022-02-23,1.2491
2022-02-24,2022-02-24,1.2531
2022-02-25,2022-02-25,1.2867
2022-02-28,2022-02-28,1.2842
2022-03-01,2022-03-01,1.2627
2022-03-02,2022-03-02,1.289
2022-03-03,2022-03-03,1.2771
2022-03-04,2022-03-04,1.2696
2022-03-07,2022-03-07,1.2461
2022-03-08,2022-03-08,1.2273
2022-03-09,2022-03-09,1.2568
2022-03-10,2022-03-10,1.2468
2022-03-11,2022-03-11,1.2431
2022-03-14,2022-03-14,1.2369
2022-03-15,2022-03-15,1.2626
2022-03-16,2022-03-16,1.2888
2022-03-17,2022-03-17,1.2954
2022-03-18,2022-03-18,1.3087
2022-03-21,2022-03-21,1.3154
2022-03-22,2022-03-22,1.329
2022-03-23,2022-03-23,1.315
2022-03-24,2022-03-24,1.3286
2022-03-25,2022-03-25,1.3376
2022-03-28,2022-03-28,1.3447
2022-03-29,2022-03-29,1.36
2022-03-30,2022-03-30,1.3532
2022-03-31,2022-03-31,1.3365
2022-04-01,2022-04-01,1.334
2022-04-06,2022-04-06,1.3223
2022-04-07,2022-04-07,1.3232
2022-04-08,2022-04-08,1.3252
2022-04-11,2022-04-11,1.3047
2022-04-12,2022-04-12,1.3064
2022-04-13,2022-04-13,1.3121
2022-04-14,2022-04-14,1.2983
2022-04-15,2022-04-15,1.305
2022-04-18,2022-04-18,1.3026
2022-04-19,2022-04-19,1.3162
2022-04-20,2022-04-20,1.3228
2022-04-21,2022-04-21,1.313
2022-04-22,2022-04-22,1.287
2022-04-25,2022-04-25,1.287
2022-04-26,2022-04-26,1.2757
2022-04-27,2022-04-27,1.2777
2022-04-28,2022-04-28,1.299
2022-04-29,2022-04-29,1.2788
2022-05-05,2022-05-05,1.2673
2022-05-06,2022-05-06,1.2713
2022-05-09,2022-05-09,1.245
2022-05-10,2022-05-10,1.2476
2022-05-11,2022-05-11,1.2426
2022-05-12,2022-05-12,1.2322
2022-05-13,2022-05-13,1.2697
2022-05-16,2022-05-16,1.2641
2022-05-17,2022-05-17,1.2857
2022-05-18,2022-05-18,1.2385
2022-05-19,2022-05-19,1.2286
2022-05-20,2022-05-20,1.2252
2022-05-23,2022-05-23,1.236
2022-05-24,2022-05-24,1.219
2022-05-25,2022-05-25,1.2322
2022-05-26,2022-05-26,1.2589
2022-05-27,2022-05-27,1.2967
2022-05-30,2022-05-30,1.2961
2022-05-31,2022-05-31,1.2778
2022-06-01,2022-06-01,1.2693
2022-06-02,2022-06-02,1.2921
2022-06-06,2022-06-06,1.2784
2022-06-07,2022-06-07,1.2837
2022-06-08,2022-06-08,1.278
2022-06-09,2022-06-09,1.2564
2022-06-10,2022-06-10,1.2191
2022-06-13,2022-06-13,1.1804
2022-06-14,2022-06-14,1.18
2022-06-15,2022-06-15,1.1933
2022-06-16,2022-06-16,1.1526
2022-06-17,2022-06-17,1.1515
2022-06-20,2022-06-20,1.1575
2022-06-21,2022-06-21,1.1772
2022-06-22,2022-06-22,1.1817
2022-06-23,2022-06-23,1.1879
2022-06-24,2022-06-24,1.2205
2022-06-27,2022-06-27,1.2185
2022-06-28,2022-06-28,1.1993
2022-06-29,2022-06-29,1.1952
2022-06-30,2022-06-30,1.1869
2022-07-01,2022-07-01,1.191
2022-07-04,2022-07-04,1.1967
2022-07-05,2022-07-05,1.1912
2022-07-06,2022-07-06,1.2043
2022-07-07,2022-07-07,1.2208
2022-07-08,2022-07-08,1.2224
2022-07-11,2022-07-11,1.2054
2022-07-12,2022-07-12,1.2043
2022-07-13,2022-07-13,1.1942
2022-07-14,2022-07-14,1.1873
2022-07-15,2022-07-15,1.2161
2022-07-18,2022-07-18,1.2116
2022-07-19,2022-07-19,1.2342
2022-07-20,2022-07-20,1.2447
2022-07-21,2022-07-21,1.2554
2022-07-22,2022-07-22,1.247
2022-07-25,2022-07-25,1.2479
2022-07-26,2022-07-26,1.2333
2022-07-27,2022-07-27,1.2621
2022-07-28,2022-07-28,1.273
2022-07-29,2022-07-29,1.2899
2022-08-01,2022-08-01,1.2916
2022-08-02,2022-08-02,1.2838
2022-08-03,2022-08-03,1.3051
2022-08-04,2022-08-04,1.302
2022-08-05,2022-08-05,1.2937
2022-08-08,2022-08-08,1.3028
2022-08-09,2022-08-09,1.2938
2022-08-10,2022-08-10,1.3183
2022-08-11,2022-08-11,1.3158
2022-08-12,2022-08-12,1.3324
2022-08-15,2022-08-15,1.3386
2022-08-16,2022-08-16,1.3488
2022-08-17,2022-08-17,1.3418
2022-08-18,2022-08-18,1.3447
2022-08-19,2022-08-19,1.3332
2022-08-22,2022-08-22,1.3116
2022-08-23,2022-08-23,1.3133
2022-08-24,2022-08-24,1.3145
2022-08-25,2022-08-25,1.3301
2022-08-26,2022-08-26,1.2967
2022-08-29,2022-08-29,1.2951
2022-08-30,2022-08-30,1.2767
2022-08-31,2022-08-31,1.2707
2022-09-01,2022-09-01,1.266
2022-09-02,2022-09-02,1.2679
2022-09-05,2022-09-05,1.2617
2022-09-06,2022-09-06,1.2605
2022-09-07,2022-09-07,1.2759
2022-09-08,2022-09-08,1.2872
2022-09-09,2022-09-09,1.3037
2022-09-13,2022-09-13,1.2669
2022-09-14,2022-09-14,1.2692
2022-09-15,2022-09-15,1.2578
2022-09-16,2022-09-16,1.2485
2022-09-19,2022-09-19,1.2555
2022-09-20,2022-09-20,1.2487
2022-09-21,2022-09-21,1.2375
2022-09-22,2022-09-22,1.2262
2022-09-23,2022-09-23,1.2116
2022-09-26,2022-09-26,1.2088
2022-09-27,2022-09-27,1.2181
2022-09-28,2022-09-28,1.2413
2022-09-29,2022-09-29,1.2212
2022-09-30,2022-09-30,1.2105
2022-10-10,2022-10-10,1.2103
2022-10-11,2022-10-11,1.2061
2022-10-12,2022-10-12,1.2025
2022-10-13,2022-10-13,1.2242
2022-10-14,2022-10-14,1.2074
2022-10-17,2022-10-17,1.2322
2022-10-18,2022-10-18,1.2429
2022-10-19,2022-10-19,1.2386
2022-10-20,2022-10-20,1.2353
2022-10-21,2022-10-21,1.25
2022-10-24,2022-10-24,1.2692
2022-10-25,2022-10-25,1.2961
2022-10-26,2022-10-26,1.2939
2022-10-27,2022-10-27,1.2834
2022-10-28,2022-10-28,1.3064
2022-10-31,2022-10-31,1.3036
