净值日期,净值日期,累计净值
2011-12-31,2011-12-31,0.86
2012-01-04,2012-01-04,0.883
2012-01-05,2012-01-05,0.888
2012-01-06,2012-01-06,0.887
2012-01-09,2012-01-09,0.884
2012-01-10,2012-01-10,0.896
2012-01-11,2012-01-11,0.899
2012-01-12,2012-01-12,0.905
2012-01-13,2012-01-13,0.897
2012-01-16,2012-01-16,0.899
2012-01-17,2012-01-17,0.906
2012-01-18,2012-01-18,0.91
2012-01-19,2012-01-19,0.91
2012-01-20,2012-01-20,0.917
2012-01-30,2012-01-30,0.95
2012-01-31,2012-01-31,0.952
2012-02-01,2012-02-01,0.956
2012-02-02,2012-02-02,0.963
2012-02-03,2012-02-03,0.947
2012-02-06,2012-02-06,0.944
2012-02-07,2012-02-07,0.957
2012-02-08,2012-02-08,0.951
2012-02-09,2012-02-09,0.95
2012-02-10,2012-02-10,0.942
2012-02-13,2012-02-13,0.944
2012-02-14,2012-02-14,0.941
2012-02-15,2012-02-15,0.945
2012-02-16,2012-02-16,0.944
2012-02-17,2012-02-17,0.942
2012-02-20,2012-02-20,0.944
2012-02-21,2012-02-21,0.958
2012-02-22,2012-02-22,0.965
2012-02-23,2012-02-23,0.97
2012-02-24,2012-02-24,0.967
2012-02-27,2012-02-27,0.965
2012-02-28,2012-02-28,0.972
2012-02-29,2012-02-29,0.932
2012-03-01,2012-03-01,0.939
2012-03-02,2012-03-02,0.935
2012-03-05,2012-03-05,0.933
2012-03-06,2012-03-06,0.918
2012-03-07,2012-03-07,0.923
2012-03-08,2012-03-08,0.932
2012-03-09,2012-03-09,0.935
2012-03-12,2012-03-12,0.932
2012-03-13,2012-03-13,0.92
2012-03-14,2012-03-14,0.903
2012-03-15,2012-03-15,0.91
2012-03-16,2012-03-16,0.91
2012-03-19,2012-03-19,0.91
2012-03-20,2012-03-20,0.902
2012-03-21,2012-03-21,0.903
2012-03-22,2012-03-22,0.897
2012-03-23,2012-03-23,0.906
2012-03-26,2012-03-26,0.92
2012-03-27,2012-03-27,0.916
2012-03-28,2012-03-28,0.909
2012-03-29,2012-03-29,0.906
2012-03-30,2012-03-30,0.911
2012-03-31,2012-03-31,0.911
2012-04-05,2012-04-05,0.89
2012-04-06,2012-04-06,0.891
2012-04-09,2012-04-09,0.893
2012-04-10,2012-04-10,0.901
2012-04-11,2012-04-11,0.903
2012-04-12,2012-04-12,0.911
2012-04-13,2012-04-13,0.902
2012-04-16,2012-04-16,0.898
2012-04-17,2012-04-17,0.897
2012-04-18,2012-04-18,0.892
2012-04-19,2012-04-19,0.895
2012-04-20,2012-04-20,0.895
2012-04-23,2012-04-23,0.889
2012-04-24,2012-04-24,0.892
2012-04-25,2012-04-25,0.891
2012-04-26,2012-04-26,0.898
2012-04-27,2012-04-27,0.901
2012-05-02,2012-05-02,0.895
2012-05-03,2012-05-03,0.887
2012-05-04,2012-05-04,0.889
2012-05-07,2012-05-07,0.888
2012-05-08,2012-05-08,0.87
2012-05-09,2012-05-09,0.863
2012-05-10,2012-05-10,0.864
2012-05-11,2012-05-11,0.859
2012-05-14,2012-05-14,0.847
2012-05-15,2012-05-15,0.839
2012-05-16,2012-05-16,0.836
2012-05-17,2012-05-17,0.852
2012-05-18,2012-05-18,0.865
2012-05-21,2012-05-21,0.865
2012-05-22,2012-05-22,0.853
2012-05-23,2012-05-23,0.845
2012-05-24,2012-05-24,0.847
2012-05-25,2012-05-25,0.852
2012-05-28,2012-05-28,0.852
2012-05-29,2012-05-29,0.846
2012-05-30,2012-05-30,0.845
2012-05-31,2012-05-31,0.847
2012-06-01,2012-06-01,0.874
2012-06-04,2012-06-04,0.876
2012-06-05,2012-06-05,0.876
2012-06-06,2012-06-06,0.88
2012-06-07,2012-06-07,0.864
2012-06-08,2012-06-08,0.862
2012-06-11,2012-06-11,0.865
2012-06-12,2012-06-12,0.873
2012-06-13,2012-06-13,0.878
2012-06-14,2012-06-14,0.88
2012-06-15,2012-06-15,0.881
2012-06-18,2012-06-18,0.879
2012-06-19,2012-06-19,0.877
2012-06-20,2012-06-20,0.871
2012-06-21,2012-06-21,0.85
2012-06-25,2012-06-25,0.857
2012-06-26,2012-06-26,0.852
2012-06-27,2012-06-27,0.852
2012-06-28,2012-06-28,0.843
2012-06-29,2012-06-29,0.866
2012-06-30,2012-06-30,0.866
2012-07-02,2012-07-02,0.863
2012-07-03,2012-07-03,0.877
2012-07-04,2012-07-04,0.875
2012-07-05,2012-07-05,0.868
2012-07-06,2012-07-06,0.858
2012-07-09,2012-07-09,0.857
2012-07-10,2012-07-10,0.848
2012-07-11,2012-07-11,0.85
2012-07-12,2012-07-12,0.845
2012-07-13,2012-07-13,0.857
2012-07-16,2012-07-16,0.857
2012-07-17,2012-07-17,0.853
2012-07-18,2012-07-18,0.85
2012-07-19,2012-07-19,0.852
2012-07-20,2012-07-20,0.852
2012-07-23,2012-07-23,0.85
2012-07-24,2012-07-24,0.853
2012-07-25,2012-07-25,0.865
2012-07-26,2012-07-26,0.872
2012-07-27,2012-07-27,0.877
2012-07-30,2012-07-30,0.876
2012-07-31,2012-07-31,0.874
2012-08-01,2012-08-01,0.867
2012-08-02,2012-08-02,0.86
2012-08-03,2012-08-03,0.868
2012-08-06,2012-08-06,0.871
2012-08-07,2012-08-07,0.873
2012-08-08,2012-08-08,0.872
2012-08-09,2012-08-09,0.875
2012-08-10,2012-08-10,0.877
2012-08-13,2012-08-13,0.873
2012-08-14,2012-08-14,0.868
2012-08-15,2012-08-15,0.869
2012-08-16,2012-08-16,0.876
2012-08-17,2012-08-17,0.876
2012-08-20,2012-08-20,0.88
2012-08-21,2012-08-21,0.889
2012-08-22,2012-08-22,0.896
2012-08-23,2012-08-23,0.908
2012-08-24,2012-08-24,0.908
2012-08-27,2012-08-27,0.909
2012-08-28,2012-08-28,0.909
2012-08-29,2012-08-29,0.903
2012-08-30,2012-08-30,0.903
2012-08-31,2012-08-31,0.921
2012-09-03,2012-09-03,0.923
2012-09-04,2012-09-04,0.926
2012-09-05,2012-09-05,0.926
2012-09-06,2012-09-06,0.93
2012-09-07,2012-09-07,0.942
2012-09-10,2012-09-10,0.938
2012-09-11,2012-09-11,0.941
2012-09-12,2012-09-12,0.94
2012-09-13,2012-09-13,0.953
2012-09-14,2012-09-14,0.963
2012-09-17,2012-09-17,0.957
2012-09-18,2012-09-18,0.963
2012-09-19,2012-09-19,0.963
2012-09-20,2012-09-20,0.96
2012-09-21,2012-09-21,0.966
2012-09-24,2012-09-24,0.959
2012-09-25,2012-09-25,0.958
2012-09-26,2012-09-26,0.952
2012-09-27,2012-09-27,0.963
2012-09-28,2012-09-28,0.963
2012-09-30,2012-09-30,0.963
2012-10-08,2012-10-08,0.964
2012-10-09,2012-10-09,0.958
2012-10-10,2012-10-10,0.958
2012-10-11,2012-10-11,0.96
2012-10-12,2012-10-12,0.953
2012-10-15,2012-10-15,0.94
2012-10-16,2012-10-16,0.945
2012-10-17,2012-10-17,0.946
2012-10-18,2012-10-18,0.943
2012-10-19,2012-10-19,0.934
2012-10-22,2012-10-22,0.935
2012-10-23,2012-10-23,0.925
2012-10-24,2012-10-24,0.92
2012-10-25,2012-10-25,0.925
2012-10-26,2012-10-26,0.924
2012-10-29,2012-10-29,0.923
2012-10-30,2012-10-30,0.928
2012-10-31,2012-10-31,0.929
2012-11-01,2012-11-01,0.926
2012-11-02,2012-11-02,0.908
2012-11-05,2012-11-05,0.908
2012-11-06,2012-11-06,0.921
2012-11-07,2012-11-07,0.925
2012-11-08,2012-11-08,0.931
2012-11-09,2012-11-09,0.931
2012-11-12,2012-11-12,0.929
2012-11-13,2012-11-13,0.927
2012-11-14,2012-11-14,0.926
2012-11-15,2012-11-15,0.922
2012-11-16,2012-11-16,0.92
2012-11-19,2012-11-19,0.931
2012-11-20,2012-11-20,0.928
2012-11-21,2012-11-21,0.927
2012-11-22,2012-11-22,0.929
2012-11-23,2012-11-23,0.938
2012-11-26,2012-11-26,0.94
2012-11-27,2012-11-27,0.936
2012-11-28,2012-11-28,0.926
2012-11-29,2012-11-29,0.929
2012-11-30,2012-11-30,0.925
2012-12-03,2012-12-03,0.924
2012-12-04,2012-12-04,0.914
2012-12-05,2012-12-05,0.912
2012-12-06,2012-12-06,0.913
2012-12-07,2012-12-07,0.917
2012-12-10,2012-12-10,0.92
2012-12-11,2012-12-11,0.92
2012-12-12,2012-12-12,0.921
2012-12-13,2012-12-13,0.915
2012-12-14,2012-12-14,0.914
2012-12-17,2012-12-17,0.915
2012-12-18,2012-12-18,0.905
2012-12-19,2012-12-19,0.901
2012-12-20,2012-12-20,0.89
2012-12-21,2012-12-21,0.892
2012-12-24,2012-12-24,0.894
2012-12-25,2012-12-25,0.894
2012-12-26,2012-12-26,0.896
2012-12-27,2012-12-27,0.898
2012-12-28,2012-12-28,0.894
2012-12-31,2012-12-31,0.899
2013-01-04,2013-01-04,0.89
2013-01-07,2013-01-07,0.888
2013-01-08,2013-01-08,0.891
2013-01-09,2013-01-09,0.892
2013-01-10,2013-01-10,0.899
2013-01-11,2013-01-11,0.895
2013-01-14,2013-01-14,0.896
2013-01-15,2013-01-15,0.9
2013-01-16,2013-01-16,0.902
2013-01-17,2013-01-17,0.906
2013-01-18,2013-01-18,0.905
2013-01-21,2013-01-21,0.906
2013-01-22,2013-01-22,0.911
2013-01-23,2013-01-23,0.909
2013-01-24,2013-01-24,0.9
2013-01-25,2013-01-25,0.895
2013-01-28,2013-01-28,0.889
2013-01-29,2013-01-29,0.896
2013-01-30,2013-01-30,0.905
2013-01-31,2013-01-31,0.899
2013-02-01,2013-02-01,0.903
2013-02-04,2013-02-04,0.905
2013-02-05,2013-02-05,0.905
2013-02-06,2013-02-06,0.908
2013-02-07,2013-02-07,0.903
2013-02-08,2013-02-08,0.899
2013-02-18,2013-02-18,0.865
2013-02-19,2013-02-19,0.861
2013-02-20,2013-02-20,0.842
2013-02-21,2013-02-21,0.843
2013-02-22,2013-02-22,0.844
2013-02-25,2013-02-25,0.852
2013-02-26,2013-02-26,0.861
2013-02-27,2013-02-27,0.854
2013-02-28,2013-02-28,0.844
2013-03-01,2013-03-01,0.839
2013-03-04,2013-03-04,0.838
2013-03-05,2013-03-05,0.84
2013-03-06,2013-03-06,0.843
2013-03-07,2013-03-07,0.842
2013-03-08,2013-03-08,0.84
2013-03-11,2013-03-11,0.842
2013-03-12,2013-03-12,0.847
2013-03-13,2013-03-13,0.843
2013-03-14,2013-03-14,0.843
2013-03-15,2013-03-15,0.846
2013-03-18,2013-03-18,0.851
2013-03-19,2013-03-19,0.853
2013-03-20,2013-03-20,0.851
2013-03-21,2013-03-21,0.856
2013-03-22,2013-03-22,0.852
2013-03-25,2013-03-25,0.85
2013-03-26,2013-03-26,0.847
2013-03-27,2013-03-27,0.849
2013-03-28,2013-03-28,0.845
2013-03-29,2013-03-29,0.844
2013-04-01,2013-04-01,0.844
2013-04-02,2013-04-02,0.83
2013-04-03,2013-04-03,0.821
2013-04-08,2013-04-08,0.828
2013-04-09,2013-04-09,0.837
2013-04-10,2013-04-10,0.824
2013-04-11,2013-04-11,0.824
2013-04-12,2013-04-12,0.79
2013-04-15,2013-04-15,0.722
2013-04-16,2013-04-16,0.727
2013-04-17,2013-04-17,0.725
2013-04-18,2013-04-18,0.73
2013-04-19,2013-04-19,0.736
2013-04-22,2013-04-22,0.746
2013-04-23,2013-04-23,0.738
2013-04-24,2013-04-24,0.745
2013-04-25,2013-04-25,0.762
2013-04-26,2013-04-26,0.761
2013-05-02,2013-05-02,0.763
2013-05-03,2013-05-03,0.765
2013-05-06,2013-05-06,0.764
2013-05-07,2013-05-07,0.754
2013-05-08,2013-05-08,0.762
2013-05-09,2013-05-09,0.756
2013-05-10,2013-05-10,0.748
2013-05-13,2013-05-13,0.743
2013-05-14,2013-05-14,0.741
2013-05-15,2013-05-15,0.724
2013-05-16,2013-05-16,0.722
2013-05-17,2013-05-17,0.706
2013-05-20,2013-05-20,0.721
2013-05-21,2013-05-21,0.712
2013-05-22,2013-05-22,0.709
2013-05-23,2013-05-23,0.719
2013-05-24,2013-05-24,0.716
2013-05-27,2013-05-27,0.717
2013-05-28,2013-05-28,0.713
2013-05-29,2013-05-29,0.72
2013-05-30,2013-05-30,0.73
2013-05-31,2013-05-31,0.718
2013-06-03,2013-06-03,0.729
2013-06-04,2013-06-04,0.724
2013-06-05,2013-06-05,0.728
2013-06-06,2013-06-06,0.73
2013-06-07,2013-06-07,0.715
2013-06-13,2013-06-13,0.714
2013-06-14,2013-06-14,0.718
2013-06-17,2013-06-17,0.715
2013-06-18,2013-06-18,0.709
2013-06-19,2013-06-19,0.704
2013-06-20,2013-06-20,0.666
2013-06-21,2013-06-21,0.67
2013-06-24,2013-06-24,0.663
2013-06-25,2013-06-25,0.661
2013-06-26,2013-06-26,0.636
2013-06-27,2013-06-27,0.629
2013-06-28,2013-06-28,0.64
2013-06-30,2013-06-30,0.64
2013-07-01,2013-07-01,0.651
2013-07-02,2013-07-02,0.65
2013-07-03,2013-07-03,0.652
2013-07-04,2013-07-04,0.651
2013-07-05,2013-07-05,0.636
2013-07-08,2013-07-08,0.643
2013-07-09,2013-07-09,0.648
2013-07-10,2013-07-10,0.649
2013-07-11,2013-07-11,0.667
2013-07-12,2013-07-12,0.666
2013-07-15,2013-07-15,0.667
2013-07-16,2013-07-16,0.672
2013-07-17,2013-07-17,0.663
2013-07-18,2013-07-18,0.666
2013-07-19,2013-07-19,0.672
2013-07-22,2013-07-22,0.69
2013-07-23,2013-07-23,0.694
2013-07-24,2013-07-24,0.688
2013-07-25,2013-07-25,0.69
2013-07-26,2013-07-26,0.689
2013-07-29,2013-07-29,0.688
2013-07-30,2013-07-30,0.687
2013-07-31,2013-07-31,0.686
2013-08-01,2013-08-01,0.68
2013-08-02,2013-08-02,0.682
2013-08-05,2013-08-05,0.678
2013-08-06,2013-08-06,0.671
2013-08-07,2013-08-07,0.671
2013-08-08,2013-08-08,0.685
2013-08-09,2013-08-09,0.687
2013-08-12,2013-08-12,0.7
2013-08-13,2013-08-13,0.694
2013-08-14,2013-08-14,0.7
2013-08-15,2013-08-15,0.711
2013-08-16,2013-08-16,0.72
2013-08-19,2013-08-19,0.718
2013-08-20,2013-08-20,0.72
2013-08-21,2013-08-21,0.718
2013-08-22,2013-08-22,0.722
2013-08-23,2013-08-23,0.734
2013-08-26,2013-08-26,0.737
2013-08-27,2013-08-27,0.744
2013-08-28,2013-08-28,0.744
2013-08-29,2013-08-29,0.737
2013-08-30,2013-08-30,0.731
2013-09-02,2013-09-02,0.73
2013-09-03,2013-09-03,0.739
2013-09-04,2013-09-04,0.73
2013-09-05,2013-09-05,0.718
2013-09-06,2013-09-06,0.727
2013-09-09,2013-09-09,0.726
2013-09-10,2013-09-10,0.713
2013-09-11,2013-09-11,0.714
2013-09-12,2013-09-12,0.694
2013-09-13,2013-09-13,0.692
2013-09-16,2013-09-16,0.688
2013-09-17,2013-09-17,0.685
2013-09-18,2013-09-18,0.704
2013-09-23,2013-09-23,0.692
2013-09-24,2013-09-24,0.69
2013-09-25,2013-09-25,0.695
2013-09-26,2013-09-26,0.692
2013-09-27,2013-09-27,0.697
2013-09-30,2013-09-30,0.694
2013-10-08,2013-10-08,0.692
2013-10-09,2013-10-09,0.682
2013-10-10,2013-10-10,0.677
2013-10-11,2013-10-11,0.667
2013-10-14,2013-10-14,0.67
2013-10-15,2013-10-15,0.67
2013-10-16,2013-10-16,0.671
2013-10-17,2013-10-17,0.692
2013-10-18,2013-10-18,0.691
2013-10-21,2013-10-21,0.692
2013-10-22,2013-10-22,0.704
2013-10-23,2013-10-23,0.702
2013-10-24,2013-10-24,0.708
2013-10-25,2013-10-25,0.708
2013-10-28,2013-10-28,0.711
2013-10-29,2013-10-29,0.706
2013-10-30,2013-10-30,0.709
2013-10-31,2013-10-31,0.695
2013-11-01,2013-11-01,0.69
2013-11-04,2013-11-04,0.69
2013-11-05,2013-11-05,0.689
2013-11-06,2013-11-06,0.692
2013-11-07,2013-11-07,0.687
2013-11-08,2013-11-08,0.677
2013-11-11,2013-11-11,0.674
2013-11-12,2013-11-12,0.668
2013-11-13,2013-11-13,0.667
2013-11-14,2013-11-14,0.674
2013-11-15,2013-11-15,0.674
2013-11-18,2013-11-18,0.667
2013-11-19,2013-11-19,0.666
2013-11-20,2013-11-20,0.654
2013-11-21,2013-11-21,0.65
2013-11-22,2013-11-22,0.651
2013-11-25,2013-11-25,0.652
2013-11-26,2013-11-26,0.651
2013-11-27,2013-11-27,0.648
2013-11-28,2013-11-28,0.648
2013-11-29,2013-11-29,0.653
2013-12-02,2013-12-02,0.639
2013-12-03,2013-12-03,0.639
2013-12-04,2013-12-04,0.646
2013-12-05,2013-12-05,0.642
2013-12-06,2013-12-06,0.644
2013-12-09,2013-12-09,0.649
2013-12-10,2013-12-10,0.661
2013-12-11,2013-12-11,0.658
2013-12-12,2013-12-12,0.644
2013-12-13,2013-12-13,0.647
2013-12-16,2013-12-16,0.651
2013-12-17,2013-12-17,0.646
2013-12-18,2013-12-18,0.642
2013-12-19,2013-12-19,0.626
2013-12-20,2013-12-20,0.631
2013-12-23,2013-12-23,0.631
2013-12-24,2013-12-24,0.632
2013-12-25,2013-12-25,0.633
2013-12-26,2013-12-26,0.636
2013-12-27,2013-12-27,0.64
2013-12-30,2013-12-30,0.632
2013-12-31,2013-12-31,0.634
2014-01-02,2014-01-02,0.641
2014-01-03,2014-01-03,0.65
2014-01-06,2014-01-06,0.651
2014-01-07,2014-01-07,0.646
2014-01-08,2014-01-08,0.643
2014-01-09,2014-01-09,0.644
2014-01-10,2014-01-10,0.654
2014-01-13,2014-01-13,0.659
2014-01-14,2014-01-14,0.654
2014-01-15,2014-01-15,0.652
2014-01-16,2014-01-16,0.652
2014-01-17,2014-01-17,0.657
2014-01-20,2014-01-20,0.658
2014-01-21,2014-01-21,0.653
2014-01-22,2014-01-22,0.65
2014-01-23,2014-01-23,0.661
2014-01-24,2014-01-24,0.663
2014-01-27,2014-01-27,0.657
2014-01-28,2014-01-28,0.655
2014-01-29,2014-01-29,0.662
2014-01-30,2014-01-30,0.648
2014-02-07,2014-02-07,0.661
2014-02-10,2014-02-10,0.664
2014-02-11,2014-02-11,0.671
2014-02-12,2014-02-12,0.672
2014-02-13,2014-02-13,0.678
2014-02-14,2014-02-14,0.688
2014-02-17,2014-02-17,0.69
2014-02-18,2014-02-18,0.692
2014-02-19,2014-02-19,0.686
2014-02-20,2014-02-20,0.689
2014-02-21,2014-02-21,0.69
2014-02-24,2014-02-24,0.696
2014-02-25,2014-02-25,0.694
2014-02-26,2014-02-26,0.688
2014-02-27,2014-02-27,0.689
2014-02-28,2014-02-28,0.685
2014-03-03,2014-03-03,0.696
2014-03-04,2014-03-04,0.689
2014-03-05,2014-03-05,0.693
2014-03-06,2014-03-06,0.699
2014-03-07,2014-03-07,0.694
2014-03-10,2014-03-10,0.692
2014-03-11,2014-03-11,0.695
2014-03-12,2014-03-12,0.705
2014-03-13,2014-03-13,0.708
2014-03-14,2014-03-14,0.71
2014-03-17,2014-03-17,0.7
2014-03-18,2014-03-18,0.692
2014-03-19,2014-03-19,0.681
2014-03-20,2014-03-20,0.673
2014-03-21,2014-03-21,0.677
2014-03-24,2014-03-24,0.669
2014-03-25,2014-03-25,0.668
2014-03-26,2014-03-26,0.662
2014-03-27,2014-03-27,0.66
2014-03-28,2014-03-28,0.66
2014-03-31,2014-03-31,0.655
2014-04-01,2014-04-01,0.655
2014-04-02,2014-04-02,0.659
2014-04-03,2014-04-03,0.656
2014-04-04,2014-04-04,0.663
2014-04-08,2014-04-08,0.669
2014-04-09,2014-04-09,0.668
2014-04-10,2014-04-10,0.671
2014-04-11,2014-04-11,0.67
2014-04-14,2014-04-14,0.674
2014-04-15,2014-04-15,0.661
2014-04-16,2014-04-16,0.662
2014-04-17,2014-04-17,0.659
2014-04-18,2014-04-18,0.658
2014-04-21,2014-04-21,0.656
2014-04-22,2014-04-22,0.65
2014-04-23,2014-04-23,0.65
2014-04-24,2014-04-24,0.652
2014-04-25,2014-04-25,0.655
2014-04-28,2014-04-28,0.656
2014-04-29,2014-04-29,0.652
2014-04-30,2014-04-30,0.648
2014-05-05,2014-05-05,0.661
2014-05-06,2014-05-06,0.664
2014-05-07,2014-05-07,0.654
2014-05-08,2014-05-08,0.653
2014-05-09,2014-05-09,0.652
2014-05-12,2014-05-12,0.656
2014-05-13,2014-05-13,0.657
2014-05-14,2014-05-14,0.663
2014-05-15,2014-05-15,0.658
2014-05-16,2014-05-16,0.655
2014-05-19,2014-05-19,0.656
2014-05-20,2014-05-20,0.654
2014-05-21,2014-05-21,0.654
2014-05-22,2014-05-22,0.656
2014-05-23,2014-05-23,0.655
2014-05-26,2014-05-26,0.657
2014-05-27,2014-05-27,0.642
2014-05-28,2014-05-28,0.637
2014-05-29,2014-05-29,0.639
2014-05-30,2014-05-30,0.634
2014-06-03,2014-06-03,0.631
2014-06-04,2014-06-04,0.63
2014-06-05,2014-06-05,0.634
2014-06-06,2014-06-06,0.635
2014-06-09,2014-06-09,0.635
2014-06-10,2014-06-10,0.642
2014-06-11,2014-06-11,0.642
2014-06-12,2014-06-12,0.648
2014-06-13,2014-06-13,0.651
2014-06-16,2014-06-16,0.647
2014-06-17,2014-06-17,0.646
2014-06-18,2014-06-18,0.648
2014-06-19,2014-06-19,0.667
2014-06-20,2014-06-20,0.669
2014-06-23,2014-06-23,0.67
2014-06-24,2014-06-24,0.67
2014-06-25,2014-06-25,0.67
2014-06-26,2014-06-26,0.67
2014-06-27,2014-06-27,0.673
2014-06-30,2014-06-30,0.678
2014-07-01,2014-07-01,0.68
2014-07-02,2014-07-02,0.682
2014-07-03,2014-07-03,0.678
2014-07-04,2014-07-04,0.679
2014-07-07,2014-07-07,0.677
2014-07-08,2014-07-08,0.678
2014-07-09,2014-07-09,0.682
2014-07-10,2014-07-10,0.685
2014-07-11,2014-07-11,0.686
2014-07-14,2014-07-14,0.673
2014-07-15,2014-07-15,0.666
2014-07-16,2014-07-16,0.668
2014-07-17,2014-07-17,0.676
2014-07-18,2014-07-18,0.672
2014-07-21,2014-07-21,0.673
2014-07-22,2014-07-22,0.671
2014-07-23,2014-07-23,0.672
2014-07-24,2014-07-24,0.665
2014-07-25,2014-07-25,0.671
2014-07-28,2014-07-28,0.673
2014-07-29,2014-07-29,0.673
2014-07-30,2014-07-30,0.672
2014-07-31,2014-07-31,0.667
2014-08-01,2014-08-01,0.669
2014-08-04,2014-08-04,0.668
2014-08-05,2014-08-05,0.666
2014-08-06,2014-08-06,0.676
2014-08-07,2014-08-07,0.679
2014-08-08,2014-08-08,0.681
2014-08-11,2014-08-11,0.679
2014-08-12,2014-08-12,0.679
2014-08-13,2014-08-13,0.68
2014-08-14,2014-08-14,0.681
2014-08-15,2014-08-15,0.677
2014-08-18,2014-08-18,0.676
2014-08-19,2014-08-19,0.675
2014-08-20,2014-08-20,0.674
2014-08-21,2014-08-21,0.665
2014-08-22,2014-08-22,0.666
2014-08-25,2014-08-25,0.664
2014-08-26,2014-08-26,0.667
2014-08-27,2014-08-27,0.669
2014-08-28,2014-08-28,0.673
2014-08-29,2014-08-29,0.672
2014-09-01,2014-09-01,0.672
2014-09-02,2014-09-02,0.661
2014-09-03,2014-09-03,0.664
2014-09-04,2014-09-04,0.663
2014-09-05,2014-09-05,0.663
2014-09-09,2014-09-09,0.657
2014-09-10,2014-09-10,0.654
2014-09-11,2014-09-11,0.65
2014-09-12,2014-09-12,0.645
2014-09-15,2014-09-15,0.644
2014-09-16,2014-09-16,0.644
2014-09-17,2014-09-17,0.642
2014-09-18,2014-09-18,0.641
2014-09-19,2014-09-19,0.635
2014-09-22,2014-09-22,0.634
2014-09-23,2014-09-23,0.638
2014-09-24,2014-09-24,0.637
2014-09-25,2014-09-25,0.636
2014-09-26,2014-09-26,0.637
2014-09-29,2014-09-29,0.632
2014-09-30,2014-09-30,0.63
2014-10-08,2014-10-08,0.634
2014-10-09,2014-10-09,0.639
2014-10-10,2014-10-10,0.637
2014-10-13,2014-10-13,0.644
2014-10-14,2014-10-14,0.644
2014-10-15,2014-10-15,0.648
2014-10-16,2014-10-16,0.646
2014-10-17,2014-10-17,0.647
2014-10-20,2014-10-20,0.651
2014-10-21,2014-10-21,0.653
2014-10-22,2014-10-22,0.649
2014-10-23,2014-10-23,0.645
2014-10-24,2014-10-24,0.646
2014-10-27,2014-10-27,0.646
2014-10-28,2014-10-28,0.646
2014-10-29,2014-10-29,0.642
2014-10-30,2014-10-30,0.633
2014-10-31,2014-10-31,0.619
2014-11-03,2014-11-03,0.618
2014-11-04,2014-11-04,0.619
2014-11-05,2014-11-05,0.607
2014-11-06,2014-11-06,0.608
2014-11-07,2014-11-07,0.616
2014-11-10,2014-11-10,0.61
2014-11-11,2014-11-11,0.611
2014-11-12,2014-11-12,0.612
2014-11-13,2014-11-13,0.611
2014-11-14,2014-11-14,0.618
2014-11-17,2014-11-17,0.622
2014-11-18,2014-11-18,0.63
2014-11-19,2014-11-19,0.625
2014-11-20,2014-11-20,0.627
2014-11-21,2014-11-21,0.632
